time="2024-05-09T02:24:45.641" level=info msg="Starting kbench..."
time="2024-05-09T02:24:45.646" level=info msg="Created a new Pod manager."
time="2024-05-09T02:24:45.666" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-05-09T02:41:21.738" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:21.738" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:21.738" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:24.871" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:24.871" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:24.871" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:28.075" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:28.075" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:28.075" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:31.216" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:31.216" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:31.216" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:34.400" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:34.400" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:34.400" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:37.582" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:37.582" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:37.582" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:40.766" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:40.766" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:40.766" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:43.925" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:43.925" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:43.925" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:47.048" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:47.048" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:47.048" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:50.236" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:50.236" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:50.236" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:53.422" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:53.422" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:53.422" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:56.619" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:56.619" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:56.619" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:41:59.764" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:41:59.765" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:41:59.765" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:02.912" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:02.913" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:02.913" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:06.103" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:06.104" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:06.104" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:09.250" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:09.250" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:09.250" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:12.436" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:12.436" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:12.436" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:15.597" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:15.597" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:15.597" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:18.734" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:18.734" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:18.734" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:21.923" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:21.923" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:21.924" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:25.106" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:25.106" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:25.106" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:28.312" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:28.312" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:28.312" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:31.453" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:31.453" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:31.453" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:34.616" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:34.616" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:34.616" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:37.775" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:37.775" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:37.775" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:40.962" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:40.962" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:40.962" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:44.117" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:44.118" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:44.118" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:47.265" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:47.266" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:47.266" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:50.412" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:50.412" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:50.412" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:53.574" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:53.574" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:53.574" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:56.738" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:56.739" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:56.739" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:42:59.913" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:42:59.913" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:42:59.913" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:43:03.072" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:43:03.072" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:43:03.072" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:43:06.236" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:43:06.236" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:43:06.236" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:43:09.402" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-09T02:43:09.402" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-09T02:43:09.402" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-09T02:43:12.403" level=info msg="Predicate processing timed out, continue the operation..."
time="2024-05-09T02:43:12.404" level=info msg="Performing pod actions in operation 1"
time="2024-05-09T02:43:12.404" level=info msg="Waiting all threads to finish on the current operation"
time="2024-05-09T02:43:12.409" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2024-05-09T02:43:12.547" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: "
time="2024-05-09T02:43:12.547" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2024-05-09T02:43:17.548" level=info msg="One operation completed. Continue to run the next..."
time="2024-05-09T02:43:17.548" level=info msg="Performing pod actions in operation 2"
time="2024-05-09T02:43:17.548" level=info msg="Waiting all threads to finish on the current operation"
time="2024-05-09T02:43:17.553" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2024-05-09T02:43:17.731" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: /bin/sh: 1: cd: can't cd to /memtier_benchmark\n"
time="2024-05-09T02:43:17.731" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2024-05-09T02:43:22.733" level=info msg="One operation completed. Continue to run the next..."
time="2024-05-09T02:43:22.733" level=info msg="Performing pod actions in operation 3"
time="2024-05-09T02:43:22.733" level=info msg="Waiting all threads to finish on the current operation"
time="2024-05-09T02:43:22.941" level=info msg="tar: Removing leading `/' from member names\n"
time="2024-05-09T02:43:22.941" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2024-05-09T02:43:42.941" level=info msg="All operations completed."
time="2024-05-09T02:43:42.942" level=info msg="**********************************************************************************************"
time="2024-05-09T02:43:42.942" level=info msg="**************************************** Pod Results ****************************************"
time="2024-05-09T02:43:42.942" level=info msg="**********************************************************************************************"
time="2024-05-09T02:43:42.942" level=info msg="------------------------------------ Pod Operation Summary -----------------------------------"
time="2024-05-09T02:43:42.942" level=info msg="Number of valid pod creation requests:             1         "
time="2024-05-09T02:43:42.942" level=info msg="Number of created pods:                            1         "
time="2024-05-09T02:43:42.942" level=info msg="Number of scheduled pods:                          1         "
time="2024-05-09T02:43:42.942" level=info msg="Number of initialized pods:                        1         "
time="2024-05-09T02:43:42.942" level=info msg="Number of started pods:                            1         "
time="2024-05-09T02:43:42.942" level=info msg="Number of running pods:                            1         "
time="2024-05-09T02:43:42.942" level=info msg="Pod creation throughput (pods/minutes):            26.018648 "
time="2024-05-09T02:43:42.942" level=info msg="Pod creation average latency:                      2.3060384 "
time="2024-05-09T02:43:42.942" level=info msg="--------------------------------- Pod Startup Latencies (ms) ---------------------------------"
time="2024-05-09T02:43:42.942" level=info msg="                                                   median     min        max        99%       "
time="2024-05-09T02:43:42.942" level=info msg="Pod creation latency stats (server):               ---        ---        ---        ---       "
time="2024-05-09T02:43:42.942" level=info msg="Pod scheduling latency stats (server):             ---        ---        ---        ---       "
time="2024-05-09T02:43:42.942" level=info msg="Pod image pulling latency stats (server):          ---        ---        ---        ---       "
time="2024-05-09T02:43:42.942" level=info msg="Pod starting latency stats (server):               ---        ---        ---        ---       "
time="2024-05-09T02:43:42.942" level=info msg="Pod startup total latency (server):                2000       2000       2000       2000      "
time="2024-05-09T02:43:42.942" level=info msg="Pod client-server e2e latency:                     3018.875   3018.875   3018.875   3018.875  "
time="2024-05-09T02:43:42.942" level=info msg="Pod scheduling latency stats (client):             8.714      8.714      8.714      8.714     "
time="2024-05-09T02:43:42.942" level=info msg="Pod initialization latency on kubelet (client):    297.525    297.525    297.525    297.525   "
time="2024-05-09T02:43:42.942" level=info msg="Pod starting latency stats (client):               1999.7991  1999.7991  1999.7991  1999.7991 "
time="2024-05-09T02:43:42.942" level=info msg="Pod startup total latency (client):                2306.038   2306.038   2306.038   2306.038  "
time="2024-05-09T02:43:42.942" level=info msg="--------------------------------- Pod API Call Latencies (ms) --------------------------------"
time="2024-05-09T02:43:42.942" level=info msg="                                                   median     min        max        99%       "
time="2024-05-09T02:43:42.942" level=info msg="create pod latency:                                30.414     30.414     30.414     30.414    "
time="2024-05-09T02:43:42.942" level=info msg="run pod latency:                                   178.482    138.41699  178.482    178.482   "
time="2024-05-09T02:43:42.942" level=info msg="copy pod latency:                                  202.69699  202.69699  202.69699  202.69699 "
time="2024-05-09T02:43:42.942" level=info msg="Pod Creation Success Rate: 100 %"
time="2024-05-09T02:43:42.942" level=info msg="Benchmark run completed."
