time="2024-05-08T16:47:30.763" level=info msg="Starting kbench..."
time="2024-05-08T16:47:30.770" level=info msg="Created a new Pod manager."
time="2024-05-08T16:47:30.797" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-05-08T17:03:59.003" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:03:59.003" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:03:59.004" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:02.142" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:02.142" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:02.142" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:05.275" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:05.275" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:05.275" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:08.411" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:08.411" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:08.411" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:11.539" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:11.539" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:11.539" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:14.682" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:14.682" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:14.682" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:17.822" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:17.822" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:17.822" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:20.958" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:20.958" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:20.958" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:24.094" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:24.094" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:24.094" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:27.223" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:27.223" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:27.223" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:30.347" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:30.347" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:30.347" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:33.495" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:33.495" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:33.495" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:36.630" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:36.630" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:36.630" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:39.791" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:39.791" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:39.791" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:42.862" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:42.862" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:42.862" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:46.015" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:46.015" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:46.015" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:49.139" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:49.139" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:49.139" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:52.279" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:52.279" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:52.279" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:55.415" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:55.415" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:55.415" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:04:58.541" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:04:58.541" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:04:58.541" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:01.666" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:01.666" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:01.666" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:04.803" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:04.803" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:04.803" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:07.946" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:07.946" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:07.946" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:11.102" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:11.103" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:11.103" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:14.226" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:14.226" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:14.226" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:17.358" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:17.359" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:17.359" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:20.483" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:20.483" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:20.483" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:23.611" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:23.611" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:23.611" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:26.767" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:26.767" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:26.767" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:29.918" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:29.918" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:29.918" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:33.070" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:33.070" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:33.070" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:36.211" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:36.211" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:36.211" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:39.354" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:39.355" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:39.355" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:42.498" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:42.498" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:42.498" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:45.634" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T17:05:45.634" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T17:05:45.634" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T17:05:48.635" level=info msg="Predicate processing timed out, continue the operation..."
time="2024-05-08T17:05:48.635" level=info msg="Performing pod actions in operation 1"
time="2024-05-08T17:05:48.635" level=info msg="Waiting all threads to finish on the current operation"
time="2024-05-08T17:05:48.641" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2024-05-08T17:05:48.785" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: "
time="2024-05-08T17:05:48.785" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2024-05-08T17:05:53.786" level=info msg="One operation completed. Continue to run the next..."
time="2024-05-08T17:05:53.786" level=info msg="Performing pod actions in operation 2"
time="2024-05-08T17:05:53.786" level=info msg="Waiting all threads to finish on the current operation"
time="2024-05-08T17:05:53.793" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2024-05-08T17:05:53.916" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: /bin/sh: 1: cd: can't cd to /memtier_benchmark\n"
time="2024-05-08T17:05:53.916" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2024-05-08T17:05:58.917" level=info msg="One operation completed. Continue to run the next..."
time="2024-05-08T17:05:58.917" level=info msg="Performing pod actions in operation 3"
time="2024-05-08T17:05:58.917" level=info msg="Waiting all threads to finish on the current operation"
time="2024-05-08T17:05:59.135" level=info msg="tar: Removing leading `/' from member names\n"
time="2024-05-08T17:05:59.135" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2024-05-08T17:06:19.135" level=info msg="All operations completed."
time="2024-05-08T17:06:19.135" level=info msg="**********************************************************************************************"
time="2024-05-08T17:06:19.135" level=info msg="**************************************** Pod Results ****************************************"
time="2024-05-08T17:06:19.135" level=info msg="**********************************************************************************************"
time="2024-05-08T17:06:19.135" level=info msg="------------------------------------ Pod Operation Summary -----------------------------------"
time="2024-05-08T17:06:19.135" level=info msg="Number of valid pod creation requests:             1         "
time="2024-05-08T17:06:19.135" level=info msg="Number of created pods:                            1         "
time="2024-05-08T17:06:19.135" level=info msg="Number of scheduled pods:                          1         "
time="2024-05-08T17:06:19.135" level=info msg="Number of initialized pods:                        1         "
time="2024-05-08T17:06:19.135" level=info msg="Number of started pods:                            1         "
time="2024-05-08T17:06:19.135" level=info msg="Number of running pods:                            1         "
time="2024-05-08T17:06:19.135" level=info msg="Pod creation throughput (pods/minutes):            28.87656  "
time="2024-05-08T17:06:19.136" level=info msg="Pod creation average latency:                      2.0778098 "
time="2024-05-08T17:06:19.136" level=info msg="--------------------------------- Pod Startup Latencies (ms) ---------------------------------"
time="2024-05-08T17:06:19.136" level=info msg="                                                   median     min        max        99%       "
time="2024-05-08T17:06:19.136" level=info msg="Pod creation latency stats (server):               ---        ---        ---        ---       "
time="2024-05-08T17:06:19.136" level=info msg="Pod scheduling latency stats (server):             ---        ---        ---        ---       "
time="2024-05-08T17:06:19.136" level=info msg="Pod image pulling latency stats (server):          ---        ---        ---        ---       "
time="2024-05-08T17:06:19.136" level=info msg="Pod starting latency stats (server):               ---        ---        ---        ---       "
time="2024-05-08T17:06:19.136" level=info msg="Pod startup total latency (server):                2000       2000       2000       2000      "
time="2024-05-08T17:06:19.136" level=info msg="Pod client-server e2e latency:                     2913.9211  2913.9211  2913.9211  2913.9211 "
time="2024-05-08T17:06:19.136" level=info msg="Pod scheduling latency stats (client):             6.992      6.992      6.992      6.992     "
time="2024-05-08T17:06:19.136" level=info msg="Pod initialization latency on kubelet (client):    12.731     12.731     12.731     12.731    "
time="2024-05-08T17:06:19.136" level=info msg="Pod starting latency stats (client):               2058.0872  2058.0872  2058.0872  2058.0872 "
time="2024-05-08T17:06:19.136" level=info msg="Pod startup total latency (client):                2077.81    2077.81    2077.81    2077.81   "
time="2024-05-08T17:06:19.136" level=info msg="--------------------------------- Pod API Call Latencies (ms) --------------------------------"
time="2024-05-08T17:06:19.136" level=info msg="                                                   median     min        max        99%       "
time="2024-05-08T17:06:19.136" level=info msg="copy pod latency:                                  211.28899  211.28899  211.28899  211.28899 "
time="2024-05-08T17:06:19.136" level=info msg="create pod latency:                                14.45      14.45      14.45      14.45     "
time="2024-05-08T17:06:19.136" level=info msg="run pod latency:                                   144.311    123.552    144.311    144.311   "
time="2024-05-08T17:06:19.136" level=info msg="Pod Creation Success Rate: 100 %"
time="2024-05-08T17:06:19.136" level=info msg="Benchmark run completed."
